0.000000, 0.000000
0.010000, 3.254200
0.020000, 2.645500
0.030000, 2.349200
0.040000, 2.167000
0.050000, 2.028000
0.060000, 1.966200
0.070000, 1.929400
0.080000, 1.914100
0.090000, 1.910100
0.100000, 1.905400
0.110000, 1.887900
0.120000, 1.872800
0.130000, 1.872600
0.140000, 1.859400
0.150000, 1.851700
0.160000, 1.847300
0.170000, 1.825400
0.180000, 1.817700
0.190000, 1.809200
0.200000, 1.787900
0.210000, 1.787900
0.220000, 1.784100
0.230000, 1.773800
0.240000, 1.756100
0.250000, 1.743100
0.260000, 1.740900
0.270000, 1.729000
0.280000, 1.711300
0.290000, 1.715700
0.300000, 1.700000
0.310000, 1.687800
0.320000, 1.684200
0.330000, 1.667300
0.340000, 1.661500
0.350000, 1.642500
0.360000, 1.645100
0.370000, 1.624500
0.380000, 1.617600
0.390000, 1.605800
0.400000, 1.603200
0.410000, 1.594200
0.420000, 1.577600
0.430000, 1.572200
0.440000, 1.558500
0.450000, 1.558200
0.460000, 1.541400
0.470000, 1.533900
0.480000, 1.519600
0.490000, 1.511400
0.500000, 1.512600
0.510000, 1.492200
0.520000, 1.479600
0.530000, 1.471100
0.540000, 1.470300
0.550000, 1.449900
0.560000, 1.441400
0.570000, 1.426000
0.580000, 1.412500
0.590000, 1.404400
0.600000, 1.401600
0.610000, 1.386900
0.620000, 1.382300
0.630000, 1.373900
0.640000, 1.350900
0.650000, 1.353100
0.660000, 1.338300
0.670000, 1.328500
0.680000, 1.310400
0.690000, 1.302100
0.700000, 1.311300
0.710000, 1.290800
0.720000, 1.281600
0.730000, 1.270700
0.740000, 1.263500
0.750000, 1.249300
0.760000, 1.242900
0.770000, 1.234100
0.780000, 1.222900
0.790000, 1.204800
0.800000, 1.193500
0.810000, 1.182700
0.820000, 1.178400
0.830000, 1.168700
0.840000, 1.157700
0.850000, 1.147600
0.860000, 1.138000
0.870000, 1.127900
0.880000, 1.118700
0.890000, 1.114800
0.900000, 1.099100
0.910000, 1.090200
0.920000, 1.084200
0.930000, 1.069700
0.940000, 1.059000
0.950000, 1.045400
0.960000, 1.037400
0.970000, 1.027900
0.980000, 1.020900
0.990000, 1.006400
