0.000000, 0.000000
0.010000, 3.232400
0.020000, 2.626200
0.030000, 2.365600
0.040000, 2.144100
0.050000, 2.022200
0.060000, 1.964500
0.070000, 1.937400
0.080000, 1.921000
0.090000, 1.912500
0.100000, 1.898000
0.110000, 1.888900
0.120000, 1.885800
0.130000, 1.861500
0.140000, 1.858800
0.150000, 1.850900
0.160000, 1.835100
0.170000, 1.822400
0.180000, 1.818700
0.190000, 1.804500
0.200000, 1.795400
0.210000, 1.787100
0.220000, 1.781800
0.230000, 1.767900
0.240000, 1.761500
0.250000, 1.750300
0.260000, 1.737800
0.270000, 1.723300
0.280000, 1.711400
0.290000, 1.706700
0.300000, 1.695300
0.310000, 1.689400
0.320000, 1.674200
0.330000, 1.663100
0.340000, 1.660800
0.350000, 1.645800
0.360000, 1.640900
0.370000, 1.631500
0.380000, 1.616400
0.390000, 1.612500
0.400000, 1.593100
0.410000, 1.582500
0.420000, 1.584900
0.430000, 1.572400
0.440000, 1.568300
0.450000, 1.542000
0.460000, 1.537100
0.470000, 1.528300
0.480000, 1.512600
0.490000, 1.509600
